msg_id,sender,receiver,size_B,time_send_ms,time_receive_ms,delay_ms
node1_0,node1,node0,100,60000,60053,53
node2_0,node2,node0,100,60000,60054,54
node3_0,node3,node0,100,60000,60048,48
node4_0,node4,node0,100,60000,60047,47
node0_0,node0,node1,100,65053,65100,47
node0_1,node0,node2,100,65054,65111,57
node1_1,node1,node0,100,120000,120053,53
node2_1,node2,node0,100,120000,120054,54
node3_1,node3,node0,100,120000,120047,47
node4_1,node4,node0,100,120000,120048,48
node0_2,node0,node3,100,125047,125105,58
node0_3,node0,node4,100,125048,125094,46
node0_4,node0,node2,100,125054,125116,62
node1_2,node1,node0,100,180000,180055,55
node2_2,node2,node0,100,180000,180053,53
node3_2,node3,node0,100,180000,180054,54
node4_2,node4,node0,100,180000,180047,47
node0_5,node0,node4,100,185047,185095,48
node0_6,node0,node2,100,185053,185117,64
node0_7,node0,node1,100,185055,185106,51
node1_3,node1,node0,100,240000,240054,54
node2_3,node2,node0,100,240000,240053,53
node3_3,node3,node0,100,240000,240055,55
node4_3,node4,node0,100,240000,240047,47
node0_8,node0,node4,100,245047,245095,48
node0_9,node0,node2,100,245053,245128,75
node0_10,node0,node1,100,245054,245117,63
node0_11,node0,node3,100,245055,245106,51
node1_4,node1,node0,100,300000,300054,54
node2_4,node2,node0,100,300000,300053,53
node3_4,node3,node0,100,300000,300047,47
node4_4,node4,node0,100,300000,300048,48
node0_12,node0,node4,100,305048,305095,47
node0_13,node0,node1,100,305054,305106,52
node1_5,node1,node0,100,360000,360047,47
node2_5,node2,node0,100,360000,360053,53
node3_5,node3,node0,100,360000,360054,54
node4_5,node4,node0,100,360000,360048,48
node0_14,node0,node1,100,365047,365106,59
node0_15,node0,node2,100,365053,365117,64
node0_16,node0,node3,100,365054,365100,46
node1_6,node1,node0,100,420000,420047,47
node2_6,node2,node0,100,420000,420053,53
node3_6,node3,node0,100,420000,420065,65
node4_6,node4,node0,100,420000,420048,48
node0_17,node0,node1,100,425047,425105,58
node0_18,node0,node4,100,425048,425094,46
node0_19,node0,node2,100,425053,425116,63
node1_7,node1,node0,100,480000,480053,53
node2_7,node2,node0,100,480000,480059,59
node3_7,node3,node0,100,480000,480047,47
node4_7,node4,node0,100,480000,480048,48
node0_20,node0,node3,100,485047,485113,66
node0_21,node0,node4,100,485113,485176,63
node0_22,node0,node1,100,485113,485176,63
node0_23,node0,node2,100,485113,485179,66
node1_8,node1,node0,100,540000,540063,63
node2_8,node2,node0,100,540000,540064,64
node3_8,node3,node0,100,540000,540063,63
node4_8,node4,node0,100,540000,540063,63
node0_24,node0,node3,100,545063,545129,66
node1_9,node1,node0,100,600000,600063,63
node2_9,node2,node0,100,600000,600064,64
node3_9,node3,node0,100,600000,600063,63
node4_9,node4,node0,100,600000,600063,63
node0_25,node0,node3,100,605063,605119,56
node1_10,node1,node0,100,660000,660064,64
node2_10,node2,node0,100,660000,660064,64
node3_10,node3,node0,100,660000,660064,64
node4_10,node4,node0,100,660000,660063,63
node0_26,node0,node4,100,665063,665129,66
node0_27,node0,node2,100,665129,665192,63
node1_11,node1,node0,100,720000,720064,64
node2_11,node2,node0,100,720000,720064,64
node3_11,node3,node0,100,720000,720064,64
node4_11,node4,node0,100,720000,720063,63
node0_28,node0,node4,100,725063,725129,66
node0_29,node0,node2,100,725129,725207,78
node0_30,node0,node3,100,725129,725184,55
node1_12,node1,node0,100,780000,780053,53
node2_12,node2,node0,100,780000,780053,53
node3_12,node3,node0,100,780000,780053,53
node4_12,node4,node0,100,780000,780053,53
node0_31,node0,node2,100,785053,785131,78
node0_32,node0,node3,100,785053,785108,55
node1_13,node1,node0,100,840000,840053,53
node2_13,node2,node0,100,840000,840053,53
node3_13,node3,node0,100,840000,840053,53
node4_13,node4,node0,100,840000,840053,53
node0_33,node0,node1,100,845053,845109,56
node0_34,node0,node4,100,845053,845102,49
node1_14,node1,node0,100,900000,900047,47
node2_14,node2,node0,100,900000,900047,47
node3_14,node3,node0,100,900000,900047,47
node4_14,node4,node0,100,900000,900047,47
node0_35,node0,node2,100,905047,905125,78
node0_36,node0,node3,100,905047,905102,55
node0_37,node0,node4,100,905047,905116,69
node1_15,node1,node0,100,960000,960047,47
node2_15,node2,node0,100,960000,960047,47
node3_15,node3,node0,100,960000,960047,47
node4_15,node4,node0,100,960000,960047,47
node0_38,node0,node1,100,965047,965106,59
node0_39,node0,node2,100,965047,965113,66
node0_40,node0,node4,100,965047,965110,63
node1_16,node1,node0,100,1020000,1020064,64
node2_16,node2,node0,100,1020000,1020064,64
node3_16,node3,node0,100,1020000,1020064,64
node4_16,node4,node0,100,1020000,1020063,63
node0_41,node0,node4,100,1025063,1025123,60
node0_42,node0,node3,100,1025123,1025183,60
node1_17,node1,node0,100,1080000,1080047,47
node2_17,node2,node0,100,1080000,1080047,47
node3_17,node3,node0,100,1080000,1080047,47
node4_17,node4,node0,100,1080000,1080047,47
node0_43,node0,node1,100,1085047,1085105,58
node0_44,node0,node2,100,1085047,1085113,66
node0_45,node0,node3,100,1085047,1085105,58
node0_46,node0,node4,100,1085047,1085105,58
node1_18,node1,node0,100,1140000,1140054,54
node2_18,node2,node0,100,1140000,1140054,54
node3_18,node3,node0,100,1140000,1140054,54
node4_18,node4,node0,100,1140000,1140054,54
node0_47,node0,node4,100,1145054,1145114,60
node1_19,node1,node0,100,1200000,1200054,54
node2_19,node2,node0,100,1200000,1200054,54
node3_19,node3,node0,100,1200000,1200054,54
node4_19,node4,node0,100,1200000,1200054,54
node0_48,node0,node1,100,1205054,1205113,59
node0_49,node0,node2,100,1205054,1205120,66
