msg_id,sender,receiver,size_B,time_send_ms,time_receive_ms,delay_ms
node0_0,node0,node1,200,1000,1001,1
node0_1,node0,node2,200,6000,6001,1
node0_2,node0,node3,200,11000,11001,1
node1_0,node1,node0,200,11000,11004,4
node0_3,node0,node4,200,16000,16001,1
node1_1,node1,node2,200,16000,16001,1
node1_2,node1,node3,200,21000,21000,0
node2_0,node2,node0,200,21000,21001,1
node1_3,node1,node4,200,26000,26002,2
node2_1,node2,node1,200,26000,26002,2
node2_2,node2,node3,200,31000,31001,1
node3_0,node3,node0,200,31000,31002,2
node2_3,node2,node4,200,36000,36002,2
node3_1,node3,node1,200,36000,36002,2
node3_2,node3,node2,200,41000,41000,0
node4_0,node4,node0,200,41000,41002,2
node3_3,node3,node4,200,46000,46002,2
node4_1,node4,node1,200,46000,46004,4
node4_2,node4,node2,200,51000,51002,2
