msg_id,sender,receiver,size_B,time_send_ms,time_receive_ms,delay_ms
node1_0,node1,node0,100,12000,12029,29
node2_0,node2,node0,100,12000,12028,28
node3_0,node3,node0,100,12000,12030,30
node4_0,node4,node0,100,12000,12029,29
node1_1,node1,node0,100,24000,24029,29
node2_1,node2,node0,100,24000,24030,30
node3_1,node3,node0,100,24000,24029,29
node4_1,node4,node0,100,24000,24028,28
node1_2,node1,node0,100,36000,36029,29
node2_2,node2,node0,100,36000,36029,29
node3_2,node3,node0,100,36000,36028,28
node4_2,node4,node0,100,36000,36030,30
node0_0,node0,node2,100,42028,42047,19
node0_1,node0,node4,100,42029,42048,19
node0_2,node0,node3,100,42030,42049,19
node1_3,node1,node0,100,48000,48029,29
node2_3,node2,node0,100,48000,48030,30
node3_3,node3,node0,100,48000,48029,29
node4_3,node4,node0,100,48000,48028,28
node0_3,node0,node4,100,54028,54047,19
node0_4,node0,node1,100,54029,54048,19
node0_5,node0,node3,100,54029,54050,21
node0_6,node0,node2,100,54030,54049,19
node1_4,node1,node0,100,60000,60031,31
node2_4,node2,node0,100,60000,60030,30
node3_4,node3,node0,100,60000,60029,29
node4_4,node4,node0,100,60000,60031,31
node0_7,node0,node3,100,66028,66047,19
node0_8,node0,node2,100,66029,66048,19
node0_9,node0,node4,100,66030,66049,19
node1_5,node1,node0,100,72000,72028,28
node2_5,node2,node0,100,72000,72030,30
node3_5,node3,node0,100,72000,72029,29
node4_5,node4,node0,100,72000,72029,29
node0_10,node0,node4,100,78028,78047,19
node0_11,node0,node1,100,78029,78048,19
node0_12,node0,node3,100,78029,78049,20
node1_6,node1,node0,100,84000,84049,49
node2_6,node2,node0,100,84000,84049,49
node3_6,node3,node0,100,84000,84039,39
node4_6,node4,node0,100,84000,84039,39
node0_13,node0,node3,100,90029,90049,20
node0_14,node0,node4,100,90049,90069,20
node1_7,node1,node0,100,96000,96038,38
node2_7,node2,node0,100,96000,96038,38
node3_7,node3,node0,100,96000,96038,38
node4_7,node4,node0,100,96000,96038,38
node0_15,node0,node3,100,102029,102049,20
node0_16,node0,node4,100,102029,102048,19
node0_17,node0,node2,100,102048,102068,20
node1_8,node1,node0,100,108000,108038,38
node2_8,node2,node0,100,108000,108038,38
node3_8,node3,node0,100,108000,108038,38
